roi;rsa
9_V1;-0.0413332172597004
1_LTL;0.0076893848187082345
2_IFG;0.010561923043898556
3_Prec;-0.01028923467708657
4_ATL;0.023866734960128835
5_aPFC;0.012318152265880466
6_Ins;0.05605536025293959
7_ACC;0.04220435574559929
8_PCC;0.024089416062206905
9_V1;-0.043957969424464116
1_LTL;0.005596846598246074
2_IFG;0.09729581929995879
3_Prec;0.019572130201886428
4_ATL;-0.001144252725177227
5_aPFC;0.07933635933464044
6_Ins;-0.003354292663403813
7_ACC;0.005106737092065122
8_PCC;-0.01661436432377712
9_V1;-0.004503296511333737
1_LTL;0.0237792816686395
2_IFG;-0.013784427640271045
3_Prec;-0.014769374122514636
4_ATL;-0.00929991809950017
5_aPFC;0.00809034901340533
6_Ins;0.008721120767217722
7_ACC;0.00445696261744845
8_PCC;-0.02407929837796032
9_V1;-0.0014370471637051203
1_LTL;0.04517270642752757
2_IFG;-0.012757542386538982
3_Prec;-0.016302821226397663
4_ATL;0.08730090171184485
5_aPFC;0.07902617684338337
6_Ins;-0.03467506153979771
7_ACC;0.019601015636126092
8_PCC;0.0012507554468398066
9_V1;-0.0013007146372380966
1_LTL;0.031550324112833796
2_IFG;0.00025320193547987904
3_Prec;0.0568070732031446
4_ATL;0.030199537858666928
5_aPFC;-0.012654961708206167
6_Ins;0.04789986967281228
7_ACC;0.011302999667947702
8_PCC;0.013581313178941642
9_V1;0.07155303849926321
1_LTL;0.1668132355162578
2_IFG;0.11130388606814795
3_Prec;0.08003223082956344
4_ATL;0.12442998259002862
5_aPFC;0.10697079273035771
6_Ins;0.053761969132839385
7_ACC;0.18738164942326624
8_PCC;0.14691024234671196
9_V1;-0.04547925542272681
1_LTL;0.11412506819100225
2_IFG;0.016186516300425405
3_Prec;0.047205120393251684
4_ATL;0.07756123462895533
5_aPFC;0.06787037341605497
6_Ins;0.03669502109814924
7_ACC;0.0460193204305354
8_PCC;0.027319648389102686
9_V1;-0.004901052105703227
1_LTL;0.024728477410137457
2_IFG;-0.01426510859525047
3_Prec;-0.022397138805405073
4_ATL;-0.00881914365485248
5_aPFC;-0.015002180838337069
6_Ins;-0.027988181024889612
7_ACC;-0.011691822553364649
8_PCC;0.0012145123062664025
9_V1;-0.01810725693300426
1_LTL;-0.006356667906721804
2_IFG;-0.033354425844147335
3_Prec;-0.036166467337442144
4_ATL;-0.001800675976959034
5_aPFC;-0.04723181102085764
6_Ins;-0.030733941030099667
7_ACC;-0.05176930236190695
8_PCC;-0.0380216852575214
9_V1;-0.04772494409303703
