,0,1,2,3,4,5,6,7,8
0,-0.07029125932637376,-0.016816192470789536,0.006860885782366477,0.01957150796078514,0.03795427531078194,0.07211194730748349,-0.044105060146538415,0.022953707755521267,0.04482708689217065
1,-0.005314321543659678,-0.010226723038140552,-0.03261853026172132,-0.05581744190893222,-0.005229017043523431,0.0047085971864738695,-0.018269468454616147,-0.010610761305495637,0.03601995719568532
2,0.12824568076839205,0.14462630069377838,-0.0093332323598714,0.08260417905457486,0.031419813857565516,0.0027587020761148696,-0.017015399511889802,0.014048175676996863,-0.010279258866180419
3,0.05186648354692936,0.1019694131185547,0.0037343336412091165,0.002955029709568205,0.0572214295887655,0.09277455295396189,0.037357661763792044,0.09653062657614421,0.03853997119261278
4,0.0761651167546384,0.05426334928029828,0.05598232015767579,0.03826768422456249,0.14045830369037163,0.01634720020312583,0.04764359451913236,0.092385068433081,-0.023658339414923107
5,-0.011201557157971099,-0.044246076387764254,0.005075395894569402,-0.05496513091873193,0.02662760382220007,0.00816746315713459,-0.008947606652715216,-0.07303301624047014,-0.026358661637822987
6,0.09061289820460851,0.06641781971229048,0.016829563455878497,0.04193899349538301,0.06841588360498495,0.008276507202531508,0.01611735066826423,0.11931302672255376,-0.01960477217362817
7,0.009503757682365643,0.017780789808454687,-0.016756634859264662,-0.0017083166584120639,0.0401563954506668,-0.009014655966629362,0.005021409088055598,-0.012537517674542363,-0.04232679481230869
8,-0.008497450747979196,0.0420847762561872,-0.08416398554306538,0.015188635915192974,0.06430243079075731,-0.05373377951312886,-0.016819829909412203,0.0314325004611364,-0.0727605288246554
9,0.06735960498119048,0.08168858035606917,0.04179792190493185,0.027841453674342653,0.0856220772727659,0.013472141755432081,0.056047759907878913,0.07337217359395903,-0.052275513185051393
10,0.1494592203923374,0.21747284440121492,0.10730295125511893,0.1025016550339946,0.16278458047995795,0.17508427421738915,0.08184053935692433,0.08266279531850815,0.017984410610543452
11,0.027818778533357524,0.08961263779230275,-0.007264441385944632,0.06570192097098045,0.03078551822052919,0.010761075138095322,0.055901292323165014,0.024555213705408314,0.010538972187162664
12,0.044221437607064394,0.0670033125286006,0.05444448663667864,0.03899421844717481,0.03970899851307054,0.07039782197004928,0.029926508165135,0.021514404871157595,0.0096797653089232
13,-0.021384314618738545,-0.013676724985275432,-0.03405560167035789,-0.027333509660704604,-0.05918387143275788,-0.033107153190233544,-0.049457895321896095,-0.06459952521187,-0.03483538536358769
14,0.014664397340301717,-0.02656011219570084,-0.04751324823200443,-0.029660269679922604,0.02700427045814459,-0.06389030639476213,-0.008609111682404384,0.02900785374272201,-0.0857875726846644
15,-0.0773084133050406,-0.06425005388503371,-0.043787072764318105,-0.04317103476830959,-0.013037099354394626,0.014539149385016091,-0.034409800122392385,-0.0049759111578815615,-0.032551008110441954
16,-0.03200921699752335,-0.029437464698037638,-0.05318626878743735,-0.03860344751015369,-0.024390542384329982,0.001630956856420696,-0.0019803327752879055,0.0006368431927703112,-0.021324168806299636
17,0.07584942007329824,0.09752596197672755,0.002440469421012623,0.07896279725669675,0.04401766510654268,-0.03237779815189456,0.026845739524812753,0.1140303548036947,-0.013569254735641592
18,-0.03226055441942781,-0.06467023571582868,0.008536997738272503,-0.008786534472544443,0.020745962839257174,0.0341517587225919,0.00602173561264182,-0.010506389258233868,0.03153126303475864
19,0.05813995717776718,0.019209169300313734,0.1066776572751402,-0.00578153931714763,-0.01767997996178752,0.035874280854436995,-0.01580071933183902,-0.0015926336112330871,-0.03306723172062652
20,0.0006085810650329293,0.0160957957763003,0.025704019496552266,-0.05743136462279878,0.006244302801364012,-0.007164781062331725,0.01966046542123768,0.04219915310442255,-0.0413332172597004
21,0.04220435574559929,0.012318152265880466,0.024089416062206905,0.023866734960128835,0.0076893848187082345,-0.01028923467708657,0.05605536025293959,0.010561923043898556,-0.043957969424464116
22,0.005106737092065122,0.07933635933464044,-0.01661436432377712,-0.001144252725177227,0.005596846598246074,0.019572130201886428,-0.003354292663403813,0.09729581929995879,-0.004503296511333737
23,0.00445696261744845,0.00809034901340533,-0.02407929837796032,-0.00929991809950017,0.0237792816686395,-0.014769374122514636,0.008721120767217722,-0.013784427640271045,-0.0014370471637051203
24,0.019601015636126092,0.07902617684338337,0.0012507554468398066,0.08730090171184485,0.04517270642752757,-0.016302821226397663,-0.03467506153979771,-0.012757542386538982,-0.0013007146372380966
25,0.011302999667947702,-0.012654961708206167,0.013581313178941642,0.030199537858666928,0.031550324112833796,0.0568070732031446,0.04789986967281228,0.00025320193547987904,0.07155303849926321
26,0.18738164942326624,0.10697079273035771,0.14691024234671196,0.12442998259002862,0.1668132355162578,0.08003223082956344,0.053761969132839385,0.11130388606814795,-0.04547925542272681
27,0.0460193204305354,0.06787037341605497,0.027319648389102686,0.07756123462895533,0.11412506819100225,0.047205120393251684,0.03669502109814924,0.016186516300425405,-0.004901052105703227
28,-0.011691822553364649,-0.015002180838337069,0.0012145123062664025,-0.00881914365485248,0.024728477410137457,-0.022397138805405073,-0.027988181024889612,-0.01426510859525047,-0.01810725693300426
29,-0.05176930236190695,-0.04723181102085764,-0.0380216852575214,-0.001800675976959034,-0.006356667906721804,-0.036166467337442144,-0.030733941030099667,-0.033354425844147335,-0.04772494409303703
