-1;0.001;0.021;0.001;0.001;0.001;0.424;0.001;0.001
0.001;-1;0.793;0.001;0.793;0.001;0.424;0.001;0.001
0.021;0.793;-1;0.001;0.424;0.011;0.793;0.001;0.001
0.001;0.001;0.001;-1;0.003;0.061;0.001;0.538;0.014
0.001;0.793;0.424;0.003;-1;0.635;0.026;0.233;0.001
0.001;0.001;0.011;0.061;0.635;-1;0.008;0.635;0.001
0.424;0.424;0.793;0.001;0.026;0.008;-1;0.001;0.001
0.001;0.001;0.001;0.538;0.233;0.635;0.001;-1;0.001
0.001;0.001;0.001;0.014;0.001;0.001;0.001;0.001;-1
