-1;0.266;0.010;0.001;0.001;0.006;0.001;0.001;0.001
0.266;-1;1;0.001;0.142;0.775;0.406;0.008;0.001
0.010;1;-1;0.001;0.223;1;0.225;0.003;0.001
0.001;0.001;0.001;-1;0.008;0.001;0.005;0.090;1
0.001;0.142;0.223;0.008;-1;1;1;1;0.033
0.006;0.775;1;0.001;1;-1;1;0.068;0.001
0.001;0.406;0.225;0.005;1;1;-1;0.698;0.023
0.001;0.008;0.003;0.090;1;0.068;0.698;-1;0.336
0.001;0.001;0.001;1;0.033;0.001;0.023;0.336;-1
