,LTL,IFG,Prec,ATL,aPFC,Ins,ACC,PCC,V1,PM
corrected,1.8937577748641318e-10,4.2325580197973804e-09,1.782963908312964e-10,1.0479279646903778e-06,7.245270530576243e-08,2.2589422906503593e-10,7.432757929577038e-10,7.41866843062263e-10,0.000311707747782433,1.4855502488536467e-08
mean,0.6061037684189565,0.5770620727133943,0.5910938225972387,0.5506670130592062,0.5766136291981947,0.5586104992200982,0.6034249303066507,0.5609485970065047,0.5214805377173769,0.5556339605734767
uncorrected,3.7875155497282635e-11,2.5395348118784283e-09,1.782963908312964e-11,9.4313516822134e-07,5.7962164244609946e-08,6.776826871951077e-11,3.716378964788519e-10,2.967467372249052e-10,0.000311707747782433,1.0398851741975527e-08
