,ROI,Classification accuracy
0,LTL,0.39285416666666667
1,LTL,0.31781597222222224
2,LTL,0.4161388888888889
3,LTL,0.45492361111111107
4,LTL,0.4050347222222222
5,LTL,0.3952013888888889
6,LTL,0.41534374999999996
7,LTL,0.48444444444444446
8,LTL,0.4138020833333334
9,LTL,0.39333680555555556
10,LTL,0.4833020833333334
11,LTL,0.34432291666666665
12,LTL,0.37662847222222223
13,LTL,0.3369166666666667
14,LTL,0.36024652777777777
15,LTL,0.3561284722222222
16,LTL,0.30394791666666665
17,LTL,0.3490243055555555
18,LTL,0.33296527777777774
19,LTL,0.39821875
20,LTL,0.4281979166666666
21,LTL,0.38080902777777775
22,LTL,0.4266597222222222
23,LTL,0.4372534722222222
24,LTL,0.5178159722222222
25,LTL,0.40419444444444447
26,LTL,0.5106076388888889
27,LTL,0.40762847222222226
28,LTL,0.4288090277777778
29,LTL,0.35080555555555554
30,IFG,0.3723715277777778
31,IFG,0.3473819444444445
32,IFG,0.37284375000000003
33,IFG,0.39779861111111114
34,IFG,0.3514236111111111
35,IFG,0.31246874999999996
36,IFG,0.3915034722222222
37,IFG,0.41302083333333334
38,IFG,0.36507986111111107
39,IFG,0.40081944444444445
40,IFG,0.45125
41,IFG,0.36356944444444445
42,IFG,0.34474305555555557
43,IFG,0.28430208333333334
44,IFG,0.3147569444444444
45,IFG,0.351
46,IFG,0.3336631944444444
47,IFG,0.40835069444444444
48,IFG,0.38184027777777774
49,IFG,0.37614930555555554
50,IFG,0.38634375
51,IFG,0.3834826388888889
52,IFG,0.3930486111111111
53,IFG,0.41406597222222224
54,IFG,0.43229513888888893
55,IFG,0.41035069444444444
56,IFG,0.4769791666666667
57,IFG,0.45128125
58,IFG,0.40474305555555556
59,IFG,0.35247222222222224
60,Prec,0.35951041666666667
61,Prec,0.32630555555555557
62,Prec,0.47136458333333336
63,Prec,0.39931944444444445
64,Prec,0.39386805555555554
65,Prec,0.3305798611111111
66,Prec,0.3885
67,Prec,0.43936805555555564
68,Prec,0.383625
