,LTL,IFG,Prec,ATL,aPFC,Ins,ACC,PCC,V1
0,0.28646782268657267,0.24568389249639247,0.2962932033244533,0.2868331945831946,0.2659540991415992,0.30224986356236355,0.2550374197561698,0.2966166426166426,0.2935626815314315
1,0.281302361989862,0.2580698861323862,0.2828940168627669,0.2797574000074,0.2970867558367559,0.3025601666851667,0.2704561017686018,0.2691603720353721,0.3258395042457542
2,0.31903935300810304,0.3013767644392644,0.27212874509749513,0.2944914044289044,0.29846804353054346,0.2796008644133644,0.2775848757723758,0.27820973470973465,0.29542764180264175
3,0.3169951645576646,0.3058079039016539,0.3009936463998964,0.3116952306952307,0.30853797822547824,0.306094564000814,0.32215071155696157,0.3016482337107337,0.3095259925259925
4,0.283093675999926,0.3020299122174122,0.2915394501332001,0.2732671379546379,0.26570601389351384,0.2918911482036482,0.27417667286417285,0.24874028286528285,0.2764847513597513
5,0.32710796726421726,0.25922398666148666,0.272154341029341,0.27263716144966144,0.27128379490879495,0.2684522537647538,0.2882272218522219,0.2887727342102342,0.2673648851148851
6,0.27770447261072256,0.3076280837218337,0.3160297040922041,0.3084647482147482,0.2738485831298331,0.32628049149924154,0.3049053724053724,0.3401515660265661,0.29688199763199763
7,0.27949115005365005,0.2653793347855848,0.2825374463499463,0.259223042004292,0.2773295917045917,0.2514707364394864,0.3019682609057609,0.2632240860990861,0.2721422188922189
8,0.29397507238132237,0.27986101745476744,0.2693947487697487,0.2549690066877567,0.27325394512894513,0.24842299367299367,0.26210976985976986,0.2810995485995486,0.28948048479298477
9,0.24049581321456326,0.268277713027713,0.2672933062308062,0.2757173266548266,0.26679648939023937,0.2675939165001665,0.25461527014652013,0.26045388407888403,0.28189240389240394
10,0.3139914506789507,0.2886962643837644,0.30851964123839126,0.2949777421652422,0.29637560356310355,0.3014262242387242,0.31084219831094834,0.2928942319254819,0.2946155129592629
11,0.26745754245754244,0.2773633311133311,0.23306006146631145,0.26515158452658455,0.25821558996558996,0.29067155067155065,0.2679218408905909,0.22784180749805746,0.26946140896140897
12,0.3166748575498575,0.28625655363155367,0.2932384028009028,0.3003887327949828,0.2668883061383061,0.2762377576127576,0.26929826654826655,0.27568124005624006,0.28284104205979205
13,0.278009583009583,0.296332369019869,0.278013024013024,0.2569007497132497,0.2723688764938765,0.29408399933399937,0.28511191933066937,0.2729939366189367,0.28999274336774333
14,0.25773884564509564,0.3038830428830429,0.27361854002479,0.28321771978021976,0.2895166546416546,0.32646359311984313,0.27810526279276276,0.2835566493691493,0.30209603012728015
15,0.30223018648018646,0.2725185612998113,0.30006975547600545,0.2691186891811892,0.27943763296888297,0.28602956765456766,0.27402369967994966,0.2747733077108077,0.30286461223961225
16,0.280953225015725,0.28265989565989563,0.3212927072927073,0.2934147438209938,0.30269850057350056,0.32676866998742,0.322656493968994,0.29295865939615945,0.31163569994819995
17,0.2715964567839568,0.2614111906611907,0.28633996212121215,0.245419459013209,0.24415689171939173,0.26952470446220445,0.25552425699300696,0.2504228514541015,0.27828818635068636
18,0.2816042568542569,0.32012986434861435,0.307702047952048,0.2885192226754727,0.3028511326636326,0.3476699492636992,0.30290530418655415,0.3241471583971584,0.2977426069301069
19,0.2941783690846191,0.2843182604432604,0.28235496679246674,0.26622802197802203,0.27778137256262253,0.27499876974876974,0.2987684306434306,0.272531197968698,0.3078942353942354
20,0.3016895581270581,0.28523611111111113,0.3047900432900433,0.26160933973433975,0.2975408411033411,0.2821478452103452,0.28923194398194396,0.2853534312909313,0.3136179734617235
21,0.29334214859214863,0.30852060555185556,0.3080967065342065,0.3161205403392904,0.29615450868575866,0.31297528628778626,0.30471786084286084,0.29846932465682463,0.2929526977651977
22,0.3216010956635957,0.28243807696932693,0.2915242165242165,0.3021266765641766,0.30688282550782553,0.27325695369445374,0.2674204927017427,0.3236112012987013,0.2937559153809154
23,0.2863752173752174,0.28515995578495573,0.2776651057276057,0.3082163958726459,0.3001584503459503,0.29864232989232986,0.27009137852887855,0.31129176726051727,0.31009730778480776
24,0.27277573121323123,0.2746184163059163,0.27156681744181743,0.259771814990565,0.28804163197913196,0.2726383223258223,0.2855506669256669,0.27449979881229886,0.2680727073852074
25,0.31199151311651313,0.28911278767528764,0.27257566045066045,0.3010243506493506,0.25560333069708063,0.3122252446627447,0.27143297674547673,0.28367204092204096,0.2911136722074222
26,0.3046453974266475,0.311984638047138,0.2956164946164946,0.28554470066970067,0.3158803835053835,0.3026226597476598,0.3229092042217042,0.30843696465571463,0.3149898088023088
27,0.29990597828097826,0.29966896529396525,0.3001815892440893,0.2928038535538536,0.2859009532134532,0.3179718175343175,0.271861790986791,0.28603319712694714,0.2772652428589929
28,0.2612555060680061,0.25595924561549555,0.26520780955155954,0.2645050632238132,0.2580095367595368,0.27433254708254706,0.2832843105968106,0.2937716114903615,0.25471145752395746
29,0.2893211360398861,0.26496180671180675,0.2607981462981463,0.2896356155418655,0.3166030508843009,0.2552365204240204,0.28161950780700784,0.25131963406963403,0.30542148823398824
