,LTL,IFG,Prec,ATL,aPFC,Ins,ACC,PCC,V1,PM
0,0.39285416666666667,0.3723715277777778,0.35951041666666667,0.4220798611111112,0.3422881944444444,0.37096527777777777,0.34681249999999997,0.35625,0.3494618055555555,0.32209375
1,0.31781597222222224,0.3473819444444445,0.32630555555555557,0.3223645833333333,0.31821180555555556,0.353375,0.32491666666666663,0.3546701388888889,0.30439930555555555,0.3137013888888889
2,0.4161388888888889,0.37284375000000003,0.47136458333333336,0.3606666666666667,0.4375208333333333,0.35721527777777773,0.47000347222222216,0.34750694444444447,0.36728125,0.38739583333333333
3,0.45492361111111107,0.39779861111111114,0.39931944444444445,0.3514965277777778,0.39016666666666666,0.37739236111111113,0.4067673611111111,0.3527222222222222,0.3835381944444444,0.4158854166666667
4,0.4050347222222222,0.3514236111111111,0.39386805555555554,0.37552430555555555,0.37888194444444445,0.35480555555555554,0.37964583333333335,0.3559965277777778,0.3532708333333333,0.35246875
5,0.3952013888888889,0.31246874999999996,0.3305798611111111,0.32938541666666665,0.3009270833333333,0.4012916666666666,0.3135277777777778,0.3555763888888888,0.34241319444444446,0.3496284722222222
6,0.41534374999999996,0.3915034722222222,0.3885,0.3523472222222222,0.35736111111111113,0.35803124999999997,0.41466319444444444,0.39811805555555557,0.3106909722222222,0.3560347222222222
7,0.48444444444444446,0.41302083333333334,0.43936805555555564,0.39499652777777783,0.45181249999999995,0.40514930555555556,0.40881249999999997,0.39284375,0.35950347222222223,0.37840625
8,0.4138020833333334,0.36507986111111107,0.383625,0.4143125,0.4646076388888889,0.33920486111111114,0.3447222222222222,0.4079618055555555,0.4063923611111111,0.38725000000000004
9,0.39333680555555556,0.40081944444444445,0.38078472222222215,0.3788020833333333,0.40952083333333333,0.34481944444444446,0.4379409722222222,0.35439236111111116,0.28000694444444446,0.34987152777777775
10,0.4833020833333334,0.45125,0.4419652777777778,0.41806597222222225,0.4639583333333333,0.4597222222222222,0.5019305555555555,0.40481249999999996,0.36303125,0.37552083333333336
11,0.34432291666666665,0.36356944444444445,0.3891736111111111,0.3281145833333333,0.3438576388888888,0.38377430555555553,0.34685069444444444,0.3796006944444445,0.2804097222222222,0.32347569444444446
12,0.37662847222222223,0.34474305555555557,0.35922569444444447,0.29808680555555556,0.2613298611111111,0.3332673611111111,0.3129652777777777,0.3521215277777778,0.32230902777777776,0.37307638888888894
13,0.3369166666666667,0.28430208333333334,0.3352465277777778,0.33107291666666666,0.31990625000000006,0.31654166666666667,0.33468055555555554,0.34077430555555555,0.3132465277777778,0.29123611111111114
14,0.36024652777777777,0.3147569444444444,0.36219097222222224,0.33439583333333334,0.36014583333333333,0.3191145833333333,0.3525277777777778,0.3571770833333333,0.29884375,0.3198125
15,0.3561284722222222,0.351,0.3558055555555556,0.3626666666666667,0.3940277777777778,0.32096180555555553,0.39235416666666667,0.3587222222222222,0.3777013888888889,0.3226354166666667
16,0.30394791666666665,0.3336631944444444,0.33273263888888893,0.3387048611111111,0.3181041666666667,0.30587499999999995,0.3285902777777777,0.34393402777777776,0.30276041666666664,0.29585069444444445
17,0.3490243055555555,0.40835069444444444,0.3614270833333333,0.3705,0.35347569444444443,0.37336458333333333,0.3976423611111111,0.3763819444444444,0.30143055555555553,0.3372777777777778
18,0.33296527777777774,0.38184027777777774,0.36206944444444444,0.3518125,0.3699375,0.3673993055555555,0.3638090277777778,0.2943506944444444,0.39076041666666667,0.36946527777777777
19,0.39821875,0.37614930555555554,0.42516319444444445,0.4095416666666667,0.38659027777777777,0.3496666666666667,0.3548055555555556,0.37646875,0.32650694444444445,0.3565069444444445
20,0.4281979166666666,0.38634375,0.3608923611111111,0.38915625000000004,0.38229513888888894,0.3522986111111111,0.3653194444444444,0.3726666666666667,0.36169444444444443,0.39624305555555556
21,0.38080902777777775,0.3834826388888889,0.35234722222222226,0.36232291666666666,0.37096875,0.37934375000000004,0.37028472222222225,0.3460104166666667,0.3555798611111111,0.3777256944444445
22,0.4266597222222222,0.3930486111111111,0.42455902777777776,0.3435972222222222,0.37318750000000006,0.38596875,0.40605555555555556,0.37251736111111117,0.3685243055555556,0.39972916666666664
23,0.4372534722222222,0.41406597222222224,0.37499652777777776,0.3876076388888889,0.36086805555555557,0.38859375,0.4360625000000001,0.37621180555555556,0.37253819444444447,0.36846875
24,0.5178159722222222,0.43229513888888893,0.44731597222222225,0.4559409722222222,0.49014236111111115,0.4076458333333333,0.4544305555555556,0.4219930555555556,0.34410416666666666,0.42837499999999995
25,0.40419444444444447,0.41035069444444444,0.4259097222222222,0.3556111111111111,0.3931597222222222,0.37465277777777783,0.3745555555555556,0.38984722222222223,0.3572361111111111,0.3815833333333334
26,0.5106076388888889,0.4769791666666667,0.48787152777777776,0.34275347222222224,0.4491979166666667,0.42680208333333336,0.5069930555555555,0.45505208333333336,0.32700694444444445,0.42340625000000004
27,0.40762847222222226,0.45128125,0.3910902777777778,0.35095138888888894,0.3229513888888889,0.3859930555555556,0.3433715277777778,0.3264756944444444,0.37042013888888886,0.3777673611111111
28,0.4288090277777778,0.40474305555555556,0.37843055555555555,0.2921666666666667,0.3872986111111111,0.4008333333333333,0.39190972222222226,0.3504895833333333,0.3330208333333333,0.3505902777777778
29,0.35080555555555554,0.35247222222222224,0.3519097222222222,0.3507638888888889,0.3124097222222222,0.36274652777777777,0.3683576388888889,0.3654861111111111,0.3457222222222222,0.33241666666666664
