,ROI,Classification accuracy
0,LTL,0.30422635227452505
1,LTL,0.31740680415929584
2,LTL,0.2772186446812692
3,LTL,0.30585089744142896
4,LTL,0.28004819792610486
5,LTL,0.31395456702765673
6,LTL,0.2529443401744066
7,LTL,0.29947912921334846
8,LTL,0.28767989577790243
9,LTL,0.2701527615979443
10,LTL,0.27609522491167016
11,LTL,0.30881168711318213
12,LTL,0.27762925289918644
13,LTL,0.30093693220769635
14,LTL,0.29422754478817603
15,LTL,0.2885479438427943
16,LTL,0.3039811079470548
17,LTL,0.2593862809394371
18,LTL,0.3340389238852694
19,LTL,0.27505219494422156
20,LTL,0.26899006078823356
21,LTL,0.2837913125080899
22,LTL,0.29004691552449025
23,LTL,0.2843843932922006
24,LTL,0.24738680708365093
25,LTL,0.3157987384523929
26,LTL,0.31002814092515085
27,LTL,0.316607400535972
28,LTL,0.2631187887417123
29,LTL,0.29279392165604795
30,IFG,0.30864572396964424
31,IFG,0.2911192789307407
32,IFG,0.30026858523536265
33,IFG,0.2792721052480189
34,IFG,0.27430690387501017
35,IFG,0.2973854288015418
36,IFG,0.27806769642317813
37,IFG,0.2810685461640612
38,IFG,0.2984877548623395
39,IFG,0.267198204158337
40,IFG,0.2982579712646158
41,IFG,0.27479316779565954
42,IFG,0.2595026558896991
43,IFG,0.3049493511287531
44,IFG,0.2700491207758649
45,IFG,0.26065130421442717
46,IFG,0.29728837976346284
47,IFG,0.29984410430839004
48,IFG,0.2652824219892326
49,IFG,0.26817288931076305
50,IFG,0.3027551559735945
51,IFG,0.24936497149952305
52,IFG,0.26840698753074166
53,IFG,0.30323869329268
54,IFG,0.2703612117856304
55,IFG,0.27436488161155936
56,IFG,0.2908488060481416
57,IFG,0.3050851418791618
58,IFG,0.25734693278297927
59,IFG,0.27622625160000575
60,Prec,0.31534956829807326
61,Prec,0.3096742520122919
62,Prec,0.31965076728365766
63,Prec,0.2615944386916148
64,Prec,0.32084429966489764
65,Prec,0.27375759852919324
66,Prec,0.22858596045888405
67,Prec,0.27158737349767254
68,Prec,0.2849554215625645
69,Prec,0.2732571023476339
70,Prec,0.28975822534792633
71,Prec,0.2954097512859971
72,Prec,0.2852525612077107
73,Prec,0.2916618726419391
74,Prec,0.28001853489810297
75,Prec,0.2741457347561999
76,Prec,0.30147305398551244
77,Prec,0.27663569127439563
78,Prec,0.2743473234959946
79,Prec,0.275518653550215
80,Prec,0.30458866069331186
81,Prec,0.29311353329210477
82,Prec,0.27368715632835233
83,Prec,0.2810757372011525
84,Prec,0.27776330581563136
85,Prec,0.28826401772830346
86,Prec,0.29921036420205854
87,Prec,0.30191401437248616
88,Prec,0.26368538253920315
89,Prec,0.29523276188558584
90,ATL,0.329266472268964
91,ATL,0.2893817146308841
92,ATL,0.3112579580810478
93,ATL,0.29393534898103
94,ATL,0.28740166256777555
95,ATL,0.29033356824054496
96,ATL,0.27289500366742897
97,ATL,0.25955919541883
98,ATL,0.3130815751247645
99,ATL,0.2534455854223296
100,ATL,0.2768120514590614
101,ATL,0.30206032201464095
102,ATL,0.26378225180135484
103,ATL,0.28156451798478377
104,ATL,0.27161463951331066
105,ATL,0.28262864166103374
106,ATL,0.28685912878188624
107,ATL,0.27951908740945286
108,ATL,0.27878922710733345
109,ATL,0.25973486646244126
110,ATL,0.2837669229072884
111,ATL,0.3004679267760663
112,ATL,0.29534455254970204
113,ATL,0.2545994772116035
114,ATL,0.2828866500793411
115,ATL,0.2995888224916464
116,ATL,0.2767939240530603
117,ATL,0.2983890878409151
118,ATL,0.2571863029919508
119,ATL,0.2771842775165035
120,aPFC,0.29288096316750806
121,aPFC,0.29911229643372494
122,aPFC,0.27725810549730817
123,aPFC,0.25569080697818236
124,aPFC,0.301298191933574
125,aPFC,0.29646656407453753
126,aPFC,0.2558410397280829
127,aPFC,0.28501244049416813
128,aPFC,0.29730033486262725
129,aPFC,0.2496934820439804
130,aPFC,0.2740096443792457
131,aPFC,0.26678879444660175
132,aPFC,0.2750335282104385
133,aPFC,0.316059353621646
134,aPFC,0.2703390693839199
135,aPFC,0.29818147660755634
136,aPFC,0.2835983230501503
137,aPFC,0.2915727637073152
138,aPFC,0.265075200270383
139,aPFC,0.28640243800127524
140,aPFC,0.29568894330106954
141,aPFC,0.26516994218406176
142,aPFC,0.32311442018667935
143,aPFC,0.27637070155757865
144,aPFC,0.25735436352130703
145,aPFC,0.3053782964912533
146,aPFC,0.30182268820142577
147,aPFC,0.3083639551662807
148,aPFC,0.25633035983949604
149,aPFC,0.2831445086843758
150,Ins,0.3113169845105061
151,Ins,0.3009515240204609
152,Ins,0.33457378723159453
153,Ins,0.30707349359757996
154,Ins,0.3234097021472436
155,Ins,0.2798220398095813
156,Ins,0.2948578391892345
157,Ins,0.261186317374025
158,Ins,0.3053856373416174
159,Ins,0.2694506766765903
160,Ins,0.288057245449272
161,Ins,0.2786522078880883
162,Ins,0.24821982880537694
163,Ins,0.3064678284985594
164,Ins,0.27230177307004544
165,Ins,0.2968161683277962
166,Ins,0.3166117451208813
167,Ins,0.32190701509638386
168,Ins,0.2717491119069192
169,Ins,0.27152349311817753
170,Ins,0.34778399203233096
171,Ins,0.29437025691178514
172,Ins,0.2682264625370937
173,Ins,0.30020743145743145
174,Ins,0.271746145604119
175,Ins,0.262999657227232
176,Ins,0.29037482681585675
177,Ins,0.3052970078094663
178,Ins,0.27198596669111624
179,Ins,0.28299930966043924
180,ACC,0.3006857253119712
181,ACC,0.3120979311386288
182,ACC,0.3113996514744023
183,ACC,0.26859671105933564
184,ACC,0.31680230760380257
185,ACC,0.27560506584592964
186,ACC,0.2679942519643516
187,ACC,0.2634141605902403
188,ACC,0.2700719822812846
189,ACC,0.2519313627494691
190,ACC,0.2800268944787217
191,ACC,0.265357927878692
192,ACC,0.3035360426764081
193,ACC,0.33446933741784246
194,ACC,0.2985320396657606
195,ACC,0.2731196936138796
196,ACC,0.27153826470686937
197,ACC,0.27528254783238176
198,ACC,0.28353624042992814
199,ACC,0.29409570910816757
200,ACC,0.30204222457129437
201,ACC,0.25585895739550224
202,ACC,0.2800664451827242
203,ACC,0.2841640778933138
204,ACC,0.2530376438806672
205,ACC,0.2674161824701692
206,ACC,0.29553493525669605
207,ACC,0.3130210505625788
208,ACC,0.2796873576773909
209,ACC,0.2763238998911757
210,PCC,0.3061107635443184
211,PCC,0.2961510273594991
212,PCC,0.33489666479699703
213,PCC,0.2748311904042801
214,PCC,0.28576174655908876
215,PCC,0.27404161453164777
216,PCC,0.22767066128777094
217,PCC,0.27738224077509793
218,PCC,0.30604065093267746
219,PCC,0.24253738140781328
220,PCC,0.2478175801680785
221,PCC,0.2743159525966835
222,PCC,0.25624601496694516
223,PCC,0.30893381489311716
224,PCC,0.27748048831935873
225,PCC,0.2656478165614378
226,PCC,0.2902441297167211
227,PCC,0.2892448751875662
228,PCC,0.2865508130665938
229,PCC,0.2762334426370971
230,PCC,0.31650244135709255
231,PCC,0.28947367001769
232,PCC,0.25541134529921905
233,PCC,0.2763098474061929
234,PCC,0.2647920232222558
235,PCC,0.3221450983494173
236,PCC,0.3002026673953584
237,PCC,0.308592120780659
238,PCC,0.2924761077792639
239,PCC,0.2864076515031665
240,V1,0.29472192858820767
241,V1,0.29075379447057187
242,V1,0.29402047288259914
243,V1,0.28516596913606884
244,V1,0.29889138178174723
245,V1,0.2945029615087755
246,V1,0.257764192710206
247,V1,0.29222313308692044
248,V1,0.30056060126658135
249,V1,0.2800287222006491
250,V1,0.2765271066143159
251,V1,0.28552806781627377
252,V1,0.2722574583039699
253,V1,0.3139333834308917
254,V1,0.3031894346886041
255,V1,0.32685936249059167
256,V1,0.28502906976744186
257,V1,0.30821372241638023
258,V1,0.2728233329977516
259,V1,0.26589458898428997
260,V1,0.284610101968906
261,V1,0.2828424252012292
262,V1,0.3056124845991956
263,V1,0.2909017500587268
264,V1,0.2747209877608549
265,V1,0.28505675526024365
266,V1,0.3123626212289003
267,V1,0.31509260857267507
268,V1,0.2566369077581702
269,V1,0.29800739358463607
