index,0
z_vstackantcingulate_BOLD__INTERS_bin,0.6136088600279294
z_vstackV1_BOLD__INTERS_bin,0.6399358537274559
z_vstackl_inferomiddletemp_BOLD__INTERS_bin,0.6945946041062624
z_vstackprecun_BOLD__INTERS_bin,0.634202540665389
z_vstackposcingulate_BOLD__INTERS_bin,0.6044669859903026
z_vstackl_inf_front_BOLD__INTERS_bin,0.6669268209842416
z_vstackinsula_BOLD__INTERS_bin,0.6487086217893591
z_vstackl_apfc_BOLD__INTERS_bin,0.6279260114133373
z_vstackatempole_BOLD__INTERS_bin,0.6380105633262078
z_vstackantcingulate_BOLD__INTERS_bin,0.5918695255880131
z_vstackV1_BOLD__INTERS_bin,0.5531327150743339
z_vstackl_inferomiddletemp_BOLD__INTERS_bin,0.6029687021007233
z_vstackprecun_BOLD__INTERS_bin,0.586636204189278
z_vstackposcingulate_BOLD__INTERS_bin,0.5843495877883317
z_vstackl_inf_front_BOLD__INTERS_bin,0.5866371987391448
z_vstackinsula_BOLD__INTERS_bin,0.5883112309251186
z_vstackl_apfc_BOLD__INTERS_bin,0.5611590250135142
z_vstackatempole_BOLD__INTERS_bin,0.5531277130735335
z_vstackantcingulate_BOLD__INTERS_bin,0.6810750387508805
z_vstackV1_BOLD__INTERS_bin,0.6359911919811784
z_vstackl_inferomiddletemp_BOLD__INTERS_bin,0.7313789733729749
z_vstackprecun_BOLD__INTERS_bin,0.6975130393897325
z_vstackposcingulate_BOLD__INTERS_bin,0.6548951461066883
z_vstackl_inf_front_BOLD__INTERS_bin,0.6813952838079677
z_vstackinsula_BOLD__INTERS_bin,0.6308197410908808
z_vstackl_apfc_BOLD__INTERS_bin,0.6679825137291759
z_vstackatempole_BOLD__INTERS_bin,0.590202470790948
z_vstackantcingulate_BOLD__INTERS_bin,0.5879621695169296
z_vstackV1_BOLD__INTERS_bin,0.6501046005024818
z_vstackl_inferomiddletemp_BOLD__INTERS_bin,0.6607488518068046
z_vstackprecun_BOLD__INTERS_bin,0.6198116883814929
z_vstackposcingulate_BOLD__INTERS_bin,0.6255744293331368
z_vstackl_inf_front_BOLD__INTERS_bin,0.6233803590880796
z_vstackinsula_BOLD__INTERS_bin,0.653171282219028
z_vstackl_apfc_BOLD__INTERS_bin,0.6217919697118613
z_vstackatempole_BOLD__INTERS_bin,0.5817690800735499
z_vstackantcingulate_BOLD__INTERS_bin,0.5903023170159877
z_vstackV1_BOLD__INTERS_bin,0.5821471955010075
z_vstackl_inferomiddletemp_BOLD__INTERS_bin,0.6696996077305192
z_vstackprecun_BOLD__INTERS_bin,0.6466103985453832
z_vstackposcingulate_BOLD__INTERS_bin,0.5712455669402264
z_vstackl_inf_front_BOLD__INTERS_bin,0.6179896227496847
z_vstackinsula_BOLD__INTERS_bin,0.6040093275979982
z_vstackl_apfc_BOLD__INTERS_bin,0.6328745743545956
z_vstackatempole_BOLD__INTERS_bin,0.5748123180193129
z_vstackantcingulate_BOLD__INTERS_bin,0.6156794534334201
z_vstackV1_BOLD__INTERS_bin,0.5856906742960342
z_vstackl_inferomiddletemp_BOLD__INTERS_bin,0.6048709971927367
z_vstackprecun_BOLD__INTERS_bin,0.6525522599390633
z_vstackposcingulate_BOLD__INTERS_bin,0.6257536649528231
z_vstackl_inf_front_BOLD__INTERS_bin,0.619307696580094
z_vstackinsula_BOLD__INTERS_bin,0.6424450692192081
z_vstackl_apfc_BOLD__INTERS_bin,0.5731960172592429
z_vstackatempole_BOLD__INTERS_bin,0.5924366932445493
z_vstackantcingulate_BOLD__INTERS_bin,0.6503000761708191
z_vstackV1_BOLD__INTERS_bin,0.6037480534977149
z_vstackl_inferomiddletemp_BOLD__INTERS_bin,0.6428298073615412
z_vstackprecun_BOLD__INTERS_bin,0.6059733688797156
z_vstackposcingulate_BOLD__INTERS_bin,0.6004485977505037
z_vstackl_inf_front_BOLD__INTERS_bin,0.5883598715436467
z_vstackinsula_BOLD__INTERS_bin,0.6123110446664045
