,LTL,IFG,Prec,ATL,aPFC,Ins,ACC,PCC,V1,PM
0,0.5988558467741936,0.5538004032258065,0.6055544354838709,0.5478713037634408,0.589060819892473,0.551606182795699,0.5475033602150536,0.5235887096774193,0.5536575940860216,0.5371992607526882
1,0.6429838709677419,0.6261676747311827,0.5873454301075268,0.6098756720430107,0.5965540994623656,0.6131938844086022,0.5807409274193549,0.5842523521505376,0.5993850806451613,0.5472194220430108
2,0.595554435483871,0.5724092741935484,0.5816179435483871,0.5509711021505376,0.574872311827957,0.6087012768817204,0.5505964381720431,0.5813390456989247,0.6337449596774193,0.5783366935483871
3,0.664872311827957,0.6316515456989247,0.6220934139784946,0.566419690860215,0.6271387768817204,0.6103830645161291,0.643481182795699,0.642357190860215,0.5869657258064517,0.6612819220430107
4,0.5460584677419354,0.5588709677419355,0.5621118951612902,0.5267825940860216,0.53143313172043,0.5634694220430108,0.560057123655914,0.5830880376344086,0.5289096102150537,0.5617254704301076
5,0.5234492607526882,0.614361559139785,0.5666599462365591,0.5949193548387096,0.5513676075268817,0.5650050403225807,0.5581418010752688,0.6131014784946237,0.5376999327956988,0.5452956989247311
6,0.6376764112903226,0.5640759408602151,0.6161407930107526,0.5423101478494623,0.580099126344086,0.6084358198924732,0.6051310483870967,0.6199949596774194,0.589489247311828,0.6056838037634409
7,0.6013995295698925,0.5992153897849463,0.5919354838709677,0.5422933467741935,0.551236559139785,0.5837852822580646,0.6166599462365592,0.6017170698924732,0.5938508064516129,0.5420262096774193
8,0.596987567204301,0.608422379032258,0.5972916666666667,0.5155359543010752,0.5763726478494624,0.6014331317204301,0.5893497983870968,0.5732174059139784,0.5193733198924732,0.5645581317204301
9,0.5913541666666666,0.5586525537634408,0.5771387768817204,0.569786626344086,0.5573336693548386,0.5469254032258064,0.5771555779569892,0.5563138440860216,0.5845698924731183,0.525737567204301
10,0.5572076612903225,0.562799059139785,0.5535618279569893,0.5514180107526883,0.5171925403225806,0.5635534274193549,0.5407560483870968,0.5854368279569893,0.5680359543010752,0.5548555107526882
11,0.6249663978494624,0.5852150537634409,0.6214667338709677,0.634630376344086,0.6180292338709678,0.5909442204301075,0.6565288978494624,0.5905393145161291,0.612315188172043,0.6115860215053764
12,0.6316565860215053,0.6637651209677419,0.6204704301075268,0.6046471774193549,0.5880661962365591,0.6277100134408602,0.5938155241935483,0.5723807123655914,0.5854469086021507,0.6300823252688171
13,0.6808770161290323,0.6114784946236559,0.6164264112903226,0.5832846102150536,0.6354771505376343,0.6207325268817204,0.6018380376344087,0.6112466397849462,0.5799462365591398,0.6459122983870967
14,0.5869993279569893,0.6507930107526883,0.6116364247311827,0.5632627688172043,0.6408753360215053,0.5963424059139785,0.5811777553763441,0.6041717069892474,0.5537466397849462,0.6267725134408602
15,0.6496875,0.6344388440860216,0.6551764112903226,0.5663575268817205,0.6323168682795699,0.6205409946236559,0.6952973790322581,0.6535887096774194,0.5490423387096774,0.6677503360215054
16,0.5614247311827957,0.5718010752688173,0.5790036962365591,0.5880997983870967,0.5883837365591398,0.5825184811827957,0.5729855510752688,0.585226814516129,0.5797849462365592,0.5963642473118279
17,0.6014617425336193,0.5836670975648324,0.5893778761492909,0.5823164640797881,0.5701116682250273,0.580499185756584,0.5920102160277388,0.555633747272869,0.5846269392995628,0.565120711070777
18,0.5975084005376343,0.5849831989247312,0.5678780241935484,0.6301512096774193,0.6070547715053763,0.601108870967742,0.581419690860215,0.5896673387096774,0.5603293010752688,0.6310903897849461
19,0.6453225806451612,0.6069724462365591,0.6003259408602151,0.6007123655913978,0.5854536290322582,0.6022933467741935,0.6114936155913978,0.565268817204301,0.5449949596774193,0.5998269489247312
20,0.545752688172043,0.5667977150537634,0.614956317204301,0.5499109543010753,0.5401713709677419,0.6053091397849463,0.5933299731182796,0.5810719086021506,0.5604049059139785,0.5713592069892474
21,0.602757056451613,0.6314549731182796,0.57015625,0.5138860887096774,0.6059425403225807,0.6218145161290323,0.5912247983870967,0.5806418010752687,0.5994069220430108,0.5931216397849464
22,0.6294472446236559,0.6117842741935484,0.5893581989247312,0.5341448252688171,0.5723622311827956,0.6277923387096774,0.6071858198924732,0.5517725134408602,0.5665860215053764,0.5932258064516129
23,0.5541095430107527,0.5453746639784947,0.5527167338709678,0.5360047043010753,0.5425873655913979,0.5721186155913978,0.5869472446236559,0.5541683467741935,0.5674126344086022,0.5608030913978493
24,0.622145497311828,0.661747311827957,0.605966061827957,0.5776226478494624,0.5944707661290323,0.5751360887096775,0.5825806451612904,0.5958669354838709,0.5441414650537634,0.6280225134408601
25,0.6348319892473118,0.6062231182795699,0.6263104838709677,0.5768061155913978,0.5997681451612903,0.6082711693548387,0.6412483198924732,0.5677083333333334,0.5725537634408603,0.5900369623655913
26,0.6564482526881722,0.5692237903225806,0.6150957661290323,0.544942876344086,0.6042002688172042,0.5837466397849462,0.5919993279569892,0.5763743279569892,0.5468867607526882,0.573466061827957
27,0.5754620295698925,0.6032442876344085,0.5827083333333334,0.546377688172043,0.6087651209677419,0.572825940860215,0.5999126344086021,0.5886189516129032,0.568294690860215,0.5926276881720429
28,0.5830913978494624,0.6156283602150537,0.5777318548387097,0.5621034946236559,0.567557123655914,0.6290305779569892,0.5601293682795699,0.5833467741935484,0.5963961693548386,0.5608988575268817
29,0.5808249327956989,0.5938709677419355,0.5962718413978494,0.5438424059139785,0.5176596102150538,0.6007778897849463,0.5587281586021506,0.5877772177419356,0.5663961693548387,0.6075386424731183
