ID;1_LTL;2_IFG;3_Prec;4_ATL;5_aPFC;6_Ins;7_ACC;8_PCC;9_V1;10_PM;1_LTL_2;2_IFG_2;3_Prec_2;4_ATL_2;5_aPFC_2;6_Ins_2;7_ACC_2;8_PCC_2;9_V1_2;10_PM_2
sub-020;0.7584876543209876;0.7158840388007054;0.7094907407407407;0.6540178571428572;0.6710758377425043;0.7231040564373897;0.7018298059964726;0.6348930776014109;0.6169532627865961;0.7236000881834215;0.7234071869488536;0.6716545414462081;0.7348159171075839;0.6832561728395061;0.66793430335097;0.7055776014109347;0.6834766313932981;0.7131558641975309;0.6571593915343915;0.673721340388007
sub-021;0.6304839065255732;0.644317680776014;0.7248952821869489;0.6012731481481481;0.5564098324514991;0.7059634038800705;0.654458774250441;0.656415343915344;0.6353891093474427;0.6614307760141094;0.82418430335097;0.7902336860670194;0.8001267636684304;0.748043430335097;0.8347387566137565;0.7719356261022928;0.84402557319224;0.6775242504409171;0.6832286155202822;0.7542162698412699
sub-022;0.6618992504409171;0.7143959435626103;0.6981922398589065;0.5243882275132276;0.6625330687830687;0.7291115520282188;0.6849096119929453;0.6396053791887125;0.6621748236331569;0.7102899029982362;0.775407848324515;0.7201278659611993;0.7320601851851852;0.673914241622575;0.7439649470899471;0.777557319223986;0.7201003086419753;0.7002590388007054;0.5901951058201058;0.7547398589065255
sub-023;0.7230213844797178;0.703180114638448;0.7305445326278659;0.550788139329806;0.6181933421516755;0.736166225749559;0.6871968694885362;0.6431878306878307;0.6305390211640212;0.6945546737213404;0.7503858024691358;0.7265487213403881;0.7243441358024691;0.6560570987654321;0.7142581569664902;0.6949680335097002;0.7018022486772487;0.714754188712522;0.6496086860670195;0.7229938271604939
sub-024;0.693397266313933;0.628858024691358;0.6997078924162258;0.6226851851851852;0.6243661816578483;0.718584656084656;0.7040068342151675;0.6299603174603174;0.6448412698412699;0.6944720017636684;0.7478780864197531;0.7142030423280423;0.7500551146384481;0.6432153880070547;0.6760912698412699;0.736166225749559;0.7618496472663139;0.6832010582010581;0.6507936507936508;0.7238756613756614
sub-025;0.7178406084656085;0.7469686948853616;0.701361331569665;0.623015873015873;0.6634424603174603;0.6976410934744268;0.6662808641975309;0.6495535714285714;0.6135912698412699;0.7334104938271605;0.7503306878306878;0.728670634920635;0.7861552028218695;0.6759810405643738;0.6975584215167548;0.6943617724867724;0.7698688271604939;0.7297178130511464;0.6564980158730158;0.7199074074074074
sub-026;0.7213128306878307;0.6833664021164021;0.7404927248677249;0.640680114638448;0.6737764550264551;0.7360008818342152;0.736166225749559;0.6475143298059964;0.6182760141093474;0.6816302910052909;0.7573578042328042;0.7067074514991182;0.7647431657848325;0.5722001763668431;0.7076444003527336;0.7548500881834215;0.7406029541446209;0.6905313051146384;0.6421957671957671;0.703152557319224
sub-027;0.7559248236331569;0.667906746031746;0.7373236331569665;0.6234843474426808;0.7044477513227514;0.7183917548500881;0.6956845238095238;0.6843584656084656;0.6266534391534391;0.6983300264550264;0.7243716931216931;0.7508818342151675;0.7110890652557319;0.5754519400352733;0.667906746031746;0.7970954585537918;0.7228009259259259;0.644317680776014;0.6152998236331569;0.7371582892416226
sub-028;0.7006172839506173;0.6948578042328042;0.693342151675485;0.6119102733686067;0.701195987654321;0.6988536155202821;0.699156746031746;0.6673280423280423;0.6709380511463844;0.6976410934744268;0.601410934744268;0.6425540123456789;0.6293264991181658;0.6177799823633157;0.5212191358024691;0.6759259259259259;0.63668430335097;0.6414792768959435;0.6014384920634921;0.6762566137566137
sub-029;0.6954640652557319;0.7439925044091711;0.6961805555555556;0.6354166666666666;0.6866457231040564;0.7512125220458553;0.6690090388007054;0.6988536155202822;0.6755125661375662;0.6438767636684304;0.820546737213404;0.8071538800705467;0.8142636684303353;0.6625881834215167;0.8043154761904762;0.7550981040564374;0.8099922839506173;0.7760416666666666;0.6080246913580247;0.7573578042328042
sub-030;0.6259645061728395;0.6764219576719577;0.6786541005291005;0.5537367724867724;0.5495480599647267;0.7053020282186949;0.6211970899470899;0.6631668871252205;0.6302083333333334;0.681685405643739;0.7763723544973544;0.7489528218694885;0.7736441798941799;0.6313381834215168;0.6215553350970017;0.7671406525573192;0.7412643298059964;0.693452380952381;0.6926807760141094;0.7586805555555556
