,ROI,Classification accuracy
0,LTL,0.5002843470666761
1,LTL,0.5167176691773822
2,LTL,0.5701462840059827
3,LTL,0.5522250016123021
4,LTL,0.5377059134574239
5,LTL,0.5550077604146226
6,LTL,0.5721373174077684
7,LTL,0.5651621971176881
8,LTL,0.5791299527786342
9,LTL,0.5826376757865497
10,LTL,0.5441771563503245
11,LTL,0.602888155087654
12,LTL,0.4941874470237934
13,LTL,0.4799170296635445
14,LTL,0.5734412038119939
15,LTL,0.5134030961953372
16,LTL,0.5165077730280441
17,LTL,0.5215238348162495
18,LTL,0.5192340021793453
19,LTL,0.5477583960594227
20,LTL,0.587705270322914
21,LTL,0.5248792815506527
22,LTL,0.5067337375634721
23,LTL,0.5245216396474882
24,LTL,0.5306999263931904
25,LTL,0.5417815764095728
26,LTL,0.5487403700179444
27,LTL,0.5553027953331601
28,LTL,0.5443878893265309
29,LTL,0.579343993410554
30,IFG,0.5096475263449258
31,IFG,0.5078492332020047
32,IFG,0.5648816253750674
33,IFG,0.5462940643945854
34,IFG,0.5632259865965683
35,IFG,0.5169236499460591
36,IFG,0.5171966347371554
37,IFG,0.5806118038925604
38,IFG,0.5551229165208841
39,IFG,0.5752835968007431
40,IFG,0.5380892244885138
41,IFG,0.5676529242111683
42,IFG,0.4732775614690045
43,IFG,0.515377397877801
44,IFG,0.5608748637154157
45,IFG,0.49116469328525236
46,IFG,0.49794929150780204
47,IFG,0.5404424183879248
48,IFG,0.5184030325844077
49,IFG,0.523277276612803
50,IFG,0.6074529203986467
51,IFG,0.5381196863218449
52,IFG,0.4747106701486452
53,IFG,0.5077340273134878
54,IFG,0.5327484993205122
55,IFG,0.5019471815869737
56,IFG,0.5461686967359114
57,IFG,0.5750538550885765
58,IFG,0.5333957473228572
59,IFG,0.5392241747736315
60,Prec,0.4770167977031706
61,Prec,0.5492543438106068
62,Prec,0.5516875901899723
63,Prec,0.5384381574175511
64,Prec,0.5498197587438657
65,Prec,0.5242410276343272
66,Prec,0.5106689050021601
67,Prec,0.5679169583954934
68,Prec,0.5768945727353444
69,Prec,0.5358364163997474
70,Prec,0.5488695606294988
71,Prec,0.5575323224638042
72,Prec,0.5006544388892377
73,Prec,0.5247075690788792
74,Prec,0.5717164328978729
75,Prec,0.5102704016626896
76,Prec,0.5383216172302292
77,Prec,0.5179491658674723
78,Prec,0.5156798323385063
79,Prec,0.5652699501651356
80,Prec,0.6188406242207236
81,Prec,0.49300861255453515
82,Prec,0.493216970161191
83,Prec,0.5099870815418749
84,Prec,0.5325839131220708
85,Prec,0.5484116399164253
86,Prec,0.5248396184118583
87,Prec,0.5805507863965204
88,Prec,0.5510231478874367
89,Prec,0.5486719915962335
90,ATL,0.5153397416601015
91,ATL,0.511397855648574
92,ATL,0.5525715138039689
93,ATL,0.49841693054037023
94,ATL,0.5315791644437589
95,ATL,0.5531995343303532
96,ATL,0.49702115267359753
97,ATL,0.5737545648902642
98,ATL,0.5599446129913941
99,ATL,0.566382840464326
100,ATL,0.5439532996061429
101,ATL,0.5650240656300426
102,ATL,0.46830048974803323
103,ATL,0.4917552103500365
104,ATL,0.5580326317435583
105,ATL,0.523057037930919
106,ATL,0.5394826346069328
107,ATL,0.5397996398651919
108,ATL,0.5179353107024433
109,ATL,0.5491343739180455
110,ATL,0.5799423225729923
111,ATL,0.49128346375134696
112,ATL,0.4868767277387072
113,ATL,0.5073751378512672
114,ATL,0.5417139876813356
115,ATL,0.5324773634172155
116,ATL,0.5406878529000956
117,ATL,0.5777076827598959
118,ATL,0.498039787691103
119,ATL,0.525904734334583
120,aPFC,0.510926340179745
121,aPFC,0.5211926963913986
122,aPFC,0.5600402070528484
123,aPFC,0.5078295259517269
124,aPFC,0.5636422195824392
125,aPFC,0.5190454552075481
126,aPFC,0.5392441191320753
127,aPFC,0.5953687577039197
128,aPFC,0.555734663146398
129,aPFC,0.5591972439920877
130,aPFC,0.519777722117516
131,aPFC,0.5667084758543371
132,aPFC,0.5282146271950726
133,aPFC,0.5023603706483355
134,aPFC,0.5941937425032106
