,LTL,IFG,Prec,ATL,aPFC,Ins,ACC,PCC,V1,PM
corrected,4.1820626400270686e-17,4.0848153203069554e-19,1.0647767367255725e-20,1.3888096752019549e-14,1.1579520699911537e-13,1.67521285317337e-21,1.411025484775994e-18,4.733254165882571e-19,4.814414356689482e-16,4.156738869706745e-21
mean,0.7289884626690183,0.7008340681951793,0.7330357142857143,0.6366824661963549,0.6747997501469724,0.7166703409758967,0.7224794238683128,0.6818360523221633,0.6287624926513815,0.7000064300411525
uncorrected,2.927443848018948e-17,1.6339261281227822e-19,3.1943302101767173e-21,1.2499287076817594e-14,1.1579520699911537e-13,1.6752128531733702e-22,8.466152908655964e-19,2.3666270829412856e-19,3.8515314853515855e-16,8.313477739413491e-22
