ID;LTL;IFG;Prec;ATL;aPFC;Ins;ACC;PCC;V1;PM
sub-001;0.7210648148148148;0.658344356261023;0.720844356261023;0.6316688712522046;0.7003692680776015;0.687555114638448;0.6646274250440918;0.5984623015873016;0.6359953703703703;0.6515101410934745
sub-002;0.7808366402116402;0.7249228395061729;0.7127425044091711;0.6950507054673721;0.7178406084656085;0.7468584656084656;0.705191798941799;0.6768077601410935;0.7114748677248677;0.6746307319223985
sub-003;0.703290343915344;0.6765321869488535;0.7005621693121693;0.6019345238095238;0.6831459435626103;0.7214781746031745;0.6428571428571428;0.6663084215167548;0.7104552469135802;0.6659501763668431
sub-004;0.7749393738977072;0.7274029982363316;0.7361111111111112;0.5895337301587301;0.7307925485008818;0.7231591710758378;0.7689594356261023;0.6985504850088183;0.6646274250440918;0.7621252204585538
sub-005;0.6683476631393298;0.6537422839506173;0.6712962962962963;0.5670745149911817;0.6080798059964726;0.6733906525573192;0.6620094797178131;0.6684854497354498;0.5895061728395061;0.6617890211640212
sub-006;0.5530753968253967;0.6690641534391535;0.6988260582010583;0.6697530864197531;0.570353835978836;0.6686783509700177;0.6280588624338624;0.6987985008818342;0.6187720458553791;0.6534667107583774
sub-007;0.7100694444444444;0.6479552469135802;0.7115850970017638;0.5534887566137566;0.5979387125220459;0.7107859347442681;0.6566633597883598;0.6793705908289243;0.6297398589065255;0.7029320987654321
sub-008;0.7039241622574955;0.6714616402116402;0.6841655643738977;0.5924272486772486;0.611331569664903;0.6973930776014109;0.7170138888888888;0.6772211199294533;0.6038359788359788;0.646329365079365
sub-009;0.705109126984127;0.6951333774250441;0.6885196208112875;0.5790343915343915;0.6398533950617284;0.7134865520282188;0.6779927248677249;0.6761739417989417;0.5368441358024691;0.6650683421516755
sub-010;0.6579861111111112;0.6098159171075838;0.630621693121693;0.617146164021164;0.5966986331569665;0.6151069223985891;0.6254409171075838;0.6266258818342152;0.6208112874779541;0.5754519400352733
sub-011;0.707093253968254;0.665922619047619;0.67975639329806;0.603670634920635;0.5823137125220459;0.669918430335097;0.6493331128747795;0.689346340388007;0.6651510141093474;0.6859843474426808
sub-012;0.6742449294532628;0.6518959435626103;0.7282021604938271;0.670111331569665;0.6515376984126984;0.6705246913580247;0.7589836860670194;0.6807760141093474;0.667961860670194;0.7110890652557319
