,LTL,IFG,Prec,ATL,aPFC,Ins,ACC,PCC,V1,PM
corrected,7.854710087570398e-20,5.600554563282938e-22,1.2175477453002916e-25,4.286675582776692e-15,1.7104526627926914e-15,1.2175477453002916e-25,2.4204580638983443e-21,4.7114362548479805e-22,6.986377778868493e-19,5.354985886978751e-21
mean,0.6999862213403881,0.6844999265138154,0.7062003968253968,0.6179058274544388,0.6545634920634921,0.7079631466784243,0.6827068636096415,0.6702886169900057,0.6400113903586125,0.6907416593180481
uncorrected,5.498297061299279e-20,2.2402218253131755e-22,2.4350954906005832e-26,4.286675582776692e-15,1.5394073965134223e-15,2.390611764146208e-26,1.2102290319491721e-21,1.413430876454394e-22,5.589102223094795e-19,3.2129915321872505e-21
