affect;likableness
0.7210648148148148;0.7542438271604939
0.7808366402116402;0.7385085978835979
0.703290343915344;0.8010361552028219
0.7749393738977072;0.6851025132275133
0.6683476631393298;0.7713018077601411
0.5530753968253967;0.7917768959435626
0.7100694444444444;0.7054122574955908
0.7039241622574955;0.80855930335097
0.705109126984127;0.7841435185185185
0.6579861111111112;0.8253417107583774
0.707093253968254;0.7488425925925926
0.6742449294532628;0.6841655643738977
0.7377645502645502;0.5994268077601411
0.7709986772486773;0.7201278659611993
0.67975639329806;0.5924272486772486
0.7222773368606702;0.6507660934744268
0.6482583774250441;0.5872740299823633
0.6863150352733687;0.69524360670194
0.7098214285714286;0.6743000440917107
0.7584876543209876;0.7234071869488536
0.6304839065255732;0.82418430335097
0.6618992504409171;0.775407848324515
0.7230213844797178;0.7503858024691358
0.693397266313933;0.7478780864197531
0.7178406084656085;0.7503306878306878
0.7213128306878307;0.7573578042328042
0.7559248236331569;0.7243716931216931
0.7006172839506173;0.601410934744268
0.6954640652557319;0.820546737213404
0.6259645061728395;0.7763723544973544
