affect;likableness
0.593109189947909;0.6506047921221493
0.6123110446664045;0.6445209877530707
0.626675386894524;0.6289017090598839
0.615891693848592;0.6240955891501804
0.6252955266536439;0.6345689134182975
0.6424450692192081;0.5949288113901776
0.5584853550338263;0.5802511598144298
0.5968496161256901;0.6049695382072202
0.6329318944317494;0.6700636787002969
0.6663324467213787;0.6123892399438312
0.6040093275979982;0.6299683161805222
0.6212477425180598;0.6271056630939049
0.6487086217893591;0.6216079871664979
0.6332535728107033;0.6081227003679411
0.6628475101663472;0.6870116336941645
0.6364122878683637;0.5829801676176256
0.6207143164283258;0.6390597504399296
0.6388917235388307;0.649174243232194
0.6308197410908808;0.6356000817646955
0.6114634139474503;0.6621651646847616
0.6567146458364047;0.6762481336319524
0.6531690106598195;0.6723365372651487
0.5883112309251186;0.6003184831664204
0.653171282219028;0.6502211868323291
0.6375160416871427;0.6360446772960772
0.6277609938346683;0.6486904317531417
0.6434829094283913;0.6609836870545158
0.638062757997936;0.6097297765690823
0.626703688602634;0.6087950372384863
0.6384385058848101;0.5802429389075526
