;LTL;IFG;Prec;ATL;aPFC;Ins;ACC;PCC;V1
corrected;1,11E-30;5,61E-33;6,82E-32;1,60E-32;6,82E-32;2,52E-29;3,77E-31;2,01E-29;5,61E-33
mean;0,290020505;0,282420354;0,286067104;0,283671025;0,283678433;0,291877516;0,284174887;0,283681728;0,290157757
uncorrected;8,63E-31;7,65E-34;3,65E-32;5,34E-33;3,79E-32;2,52E-29;2,51E-31;1,79E-29;1,25E-33
