affect;likableness
0.6791493452278572;0.6953086395065678
0.6607488518068046;0.7857369487548658
0.6029370172776712;0.667159254519277
0.6328366233189183;0.6404243098881957
0.6485831357396761;0.6061102445830889
0.648394935459564;0.6276263575605682
0.6178209962713156;0.6828334133205354
0.7313789733729749;0.7130810181482073
0.6779035837653776;0.7248854627704011
0.6707883884547972;0.5696989592776268
0.7033963521446589;0.7768749222346647
0.6892368021770112;0.7398282941396044
0.6945946041062624;0.6606786247533728
0.6591068216394745;0.6814276382445474
0.635681831212017;0.6528154384187419
0.6201280749873049;0.6147210890701932
0.6050319707561387;0.6909797765690823
0.6029687021007233;0.5932441397611677
0.7406649538470359;0.7981003039513678
0.6048709971927367;0.7303803613644041
0.6334144311964552;0.6828528546543663
0.6054894883757597;0.5552158321335253
0.6889400981518339;0.7182107529461951
0.6327480773010961;0.6670690467303009
0.6696996077305192;0.7051729501057609
0.6984908464482285;0.8005875726550418
0.6428298073615412;0.7476312678860271
0.6373253714863139;0.5982369487548659
0.6160605186884696;0.6640917453207487
0.64401071100955;0.6730926385111716
