roi;accuracy
9_V1;0.6054104676585079
9_V1;0.6106989548338934
9_V1;0.5758511971417907
9_V1;0.583870025240406
9_V1;0.5270223430917719
9_V1;0.5988444071170835
9_V1;0.5931757585452995
9_V1;0.5961246200607904
9_V1;0.5755152508931903
9_V1;0.5592535194368901
9_V1;0.5883378659414494
9_V1;0.5728510105049859
9_V1;0.5294015179793455
9_V1;0.6225298396700972
9_V1;0.5795258314225279
9_V1;0.595407734762438
9_V1;0.5793678566984838
9_V1;0.6328588536945199
9_V1;0.5695726461543932
9_V1;0.5787379574823585
9_V1;0.5877626246467232
9_V1;0.5762926820597594
9_V1;0.583421430348922
9_V1;0.5619055395581153
9_V1;0.5909482438426207
9_V1;0.5337863719582645
9_V1;0.5131236779892995
9_V1;0.6289362590874349
9_V1;0.5617662285145488
9_V1;0.5812878828276364
7_ACC;0.6329011802556037
7_ACC;0.7166207851188254
7_ACC;0.6169861711015127
7_ACC;0.6077265415311328
7_ACC;0.7393365950336835
7_ACC;0.6167292122149345
7_ACC;0.6102900202634245
7_ACC;0.5728600090652162
7_ACC;0.662686747898114
7_ACC;0.6432379708135586
7_ACC;0.6125427709344283
7_ACC;0.6112688636484829
7_ACC;0.6071571881832241
7_ACC;0.6609846868945414
7_ACC;0.5989444084447324
7_ACC;0.6547526840150021
7_ACC;0.7474871798290053
7_ACC;0.7820975310616967
7_ACC;0.6449775813647595
7_ACC;0.7197460628521657
7_ACC;0.7845151442435877
7_ACC;0.7367153477665795
7_ACC;0.6647911889653211
7_ACC;0.7224330773742869
7_ACC;0.7007502132992054
7_ACC;0.6018427051671733
7_ACC;0.7074891350717218
7_ACC;0.7088151451323342
7_ACC;0.6719286025347055
7_ACC;0.6341123198066088
4_ATL;0.5106448523791748
4_ATL;0.6835209699781369
4_ATL;0.6212908156917116
4_ATL;0.6056088803569206
4_ATL;0.6421333697719476
4_ATL;0.6151084715334435
4_ATL;0.5780998373593559
4_ATL;0.6079576156703816
4_ATL;0.544159712223822
4_ATL;0.5834003226150483
4_ATL;0.6541320055457793
4_ATL;0.6058340665493521
4_ATL;0.6123591336497273
4_ATL;0.7282517019499104
4_ATL;0.5464598997493735
4_ATL;0.6261519268028227
4_ATL;0.6163289429246877
4_ATL;0.5558209575356832
4_ATL;0.5774518299294336
4_ATL;0.6302204980536448
4_ATL;0.5443350175083098
4_ATL;0.6104435512540216
4_ATL;0.5758931904228657
4_ATL;0.6320622033807924
4_ATL;0.6190379539273715
4_ATL;0.6039159290069145
4_ATL;0.6678443671234825
4_ATL;0.5505240815216336
4_ATL;0.6323837074956897
4_ATL;0.6629528164382588
6_Ins;0.6506047921221493
6_Ins;0.6445209877530707
6_Ins;0.6289017090598839
6_Ins;0.6240955891501804
6_Ins;0.6345689134182975
6_Ins;0.5949288113901776
6_Ins;0.5802511598144298
6_Ins;0.6049695382072202
6_Ins;0.6700636787002969
6_Ins;0.6123892399438312
6_Ins;0.6299683161805222
6_Ins;0.6271056630939049
6_Ins;0.6216079871664979
6_Ins;0.6081227003679411
6_Ins;0.6870116336941645
6_Ins;0.5829801676176256
6_Ins;0.6390597504399296
6_Ins;0.649174243232194
6_Ins;0.6356000817646955
6_Ins;0.6621651646847616
6_Ins;0.6762481336319524
6_Ins;0.6723365372651487
6_Ins;0.6003184831664204
6_Ins;0.6502211868323291
6_Ins;0.6360446772960772
6_Ins;0.6486904317531417
6_Ins;0.6609836870545158
6_Ins;0.6097297765690823
6_Ins;0.6087950372384863
6_Ins;0.5802429389075526
5_aPFC;0.6756470075898968
5_aPFC;0.6608789260385006
5_aPFC;0.6173110080164952
5_aPFC;0.7041945510940472
5_aPFC;0.6389157734762437
5_aPFC;0.6123242503421675
5_aPFC;0.5381794468440605
5_aPFC;0.5838014806519846
5_aPFC;0.5879942542526528
5_aPFC;0.6086723901953466
5_aPFC;0.6506465632165521
5_aPFC;0.5488878446115287
5_aPFC;0.6813670923763311
5_aPFC;0.7866373602445831
5_aPFC;0.6308215130023641
5_aPFC;0.6725721662311807
5_aPFC;0.7279286425283065
5_aPFC;0.5766905072966103
5_aPFC;0.6671302591585347
5_aPFC;0.6474952896425462
5_aPFC;0.8015336435059279
5_aPFC;0.6070249438004496
5_aPFC;0.7260912698412697
5_aPFC;0.6697977212534884
5_aPFC;0.5704462841500917
5_aPFC;0.6051069606640713
5_aPFC;0.6511557039762528
5_aPFC;0.6432177518263745
5_aPFC;0.6362074290335769
5_aPFC;0.6273044090723262
2_IFG;0.6505108071597433
2_IFG;0.6661058675056435
2_IFG;0.6092006406805889
2_IFG;0.6160262135836044
2_IFG;0.6183128477221422
2_IFG;0.7421479229989868
2_IFG;0.6428846940045149
2_IFG;0.6362589763415631
2_IFG;0.6273444026733501
2_IFG;0.7287375131090136
2_IFG;0.6218650571464123
2_IFG;0.7510366119198705
2_IFG;0.6858961455056081
2_IFG;0.6600078431895342
2_IFG;0.6190937227821326
2_IFG;0.5813002141879522
2_IFG;0.7250581018148206
2_IFG;0.6572465072255105
2_IFG;0.5423725537247372
2_IFG;0.6329212881494517
2_IFG;0.6749212348246503
2_IFG;0.5992658952345402
2_IFG;0.6272188672034696
2_IFG;0.6536504159334506
2_IFG;0.6934540473524236
2_IFG;0.5969993689898505
2_IFG;0.6756888897776355
2_IFG;0.6436630139177731
2_IFG;0.6437575543468601
2_IFG;0.6961581702483159
1_LTL;0.6953086395065678
1_LTL;0.7857369487548658
1_LTL;0.667159254519277
1_LTL;0.6404243098881957
1_LTL;0.6061102445830889
1_LTL;0.6276263575605682
1_LTL;0.6828334133205354
1_LTL;0.7130810181482073
1_LTL;0.7248854627704011
1_LTL;0.5696989592776268
1_LTL;0.7768749222346647
1_LTL;0.7398282941396044
1_LTL;0.6606786247533728
1_LTL;0.6814276382445474
1_LTL;0.6528154384187419
1_LTL;0.6147210890701932
1_LTL;0.6909797765690823
1_LTL;0.5932441397611677
1_LTL;0.7981003039513678
1_LTL;0.7303803613644041
1_LTL;0.6828528546543663
1_LTL;0.5552158321335253
1_LTL;0.7182107529461951
1_LTL;0.6670690467303009
1_LTL;0.7051729501057609
1_LTL;0.8005875726550418
1_LTL;0.7476312678860271
1_LTL;0.5982369487548659
1_LTL;0.6640917453207487
1_LTL;0.6730926385111716
8_PCC;0.6152474492970014
8_PCC;0.6150941404930766
8_PCC;0.6497303764730976
8_PCC;0.5920123496154889
8_PCC;0.5777131214561226
8_PCC;0.6064395252315186
8_PCC;0.6326711059563803
8_PCC;0.6320798672212447
8_PCC;0.7093849428535879
8_PCC;0.6562302253861604
8_PCC;0.6489730532003768
8_PCC;0.5728986695462059
8_PCC;0.6258613066353828
8_PCC;0.6098678655859509
8_PCC;0.5746924936454612
8_PCC;0.5809674896461011
8_PCC;0.6335404113119679
8_PCC;0.6227356956220338
8_PCC;0.6356262997920333
8_PCC;0.6250576574414761
8_PCC;0.6452609804653479
8_PCC;0.6420799338772463
8_PCC;0.5756224559626016
8_PCC;0.6097389973159849
8_PCC;0.6205541557795197
8_PCC;0.6747605938605381
8_PCC;0.5690743925416376
8_PCC;0.5833121145061235
8_PCC;0.6949232567233686
8_PCC;0.6283494640857463
3_Prec;0.5891208517748272
3_Prec;0.6441106089692316
3_Prec;0.6879241543575251
3_Prec;0.6320272089798966
3_Prec;0.6063565385093941
3_Prec;0.6193943413498285
3_Prec;0.7283238015250894
3_Prec;0.6209948630441352
3_Prec;0.6064240832577901
3_Prec;0.5860135711619475
3_Prec;0.6155010753834943
3_Prec;0.7549446532999164
3_Prec;0.6346890053147053
3_Prec;0.6221051298458914
3_Prec;0.6926590634387387
3_Prec;0.7254689249720043
3_Prec;0.6458899909347838
3_Prec;0.691487695302085
3_Prec;0.6797236886542598
