roi;accuracy
9_V1;0.6359911919811784
9_V1;0.5821471955010075
9_V1;0.6384660525394369
9_V1;0.5832657752428457
9_V1;0.5588335882598653
9_V1;0.5976220742317394
9_V1;0.5856906742960342
9_V1;0.6042843526299411
9_V1;0.6501046005024818
9_V1;0.5743695111451013
9_V1;0.6071455318238407
9_V1;0.5694679214887709
9_V1;0.591916493388291
9_V1;0.6233448779731191
9_V1;0.5814972160282242
9_V1;0.5752903308618771
9_V1;0.5991291033957443
9_V1;0.6052148280730422
9_V1;0.6399358537274559
9_V1;0.6101439259914492
9_V1;0.6037480534977149
9_V1;0.5950403160167576
9_V1;0.6130412325749014
9_V1;0.5952785545870395
9_V1;0.5531327150743339
9_V1;0.5789271227496847
9_V1;0.5888876923210805
9_V1;0.6020497846433895
9_V1;0.6244247260307632
9_V1;0.5767533685623372
7_ACC;0.5907795684063099
7_ACC;0.6503000761708191
7_ACC;0.6181642320670958
7_ACC;0.5965797612904812
7_ACC;0.6067532751404655
7_ACC;0.6078881781148132
7_ACC;0.6459917921847101
7_ACC;0.5829863094726194
7_ACC;0.6156794534334201
7_ACC;0.6136088600279294
7_ACC;0.61039096285444
7_ACC;0.5901059775152752
7_ACC;0.6751996540575295
7_ACC;0.5998389496514979
7_ACC;0.5918695255880131
7_ACC;0.6173950565240717
7_ACC;0.6449760852806036
7_ACC;0.7209356430803315
7_ACC;0.6032237520373647
7_ACC;0.617547545333923
7_ACC;0.6594706742346061
7_ACC;0.6810750387508805
7_ACC;0.6224123549273511
7_ACC;0.5879621695169296
7_ACC;0.6681222306173931
7_ACC;0.6443718697274231
7_ACC;0.5750196953781512
7_ACC;0.5903023170159877
7_ACC;0.6268017687703736
7_ACC;0.6283089962958868
4_ATL;0.5857893303520237
4_ATL;0.5561003842326404
4_ATL;0.5935972488410569
4_ATL;0.5677590370943699
4_ATL;0.5995464560093043
4_ATL;0.6043297966116271
4_ATL;0.586760604278261
4_ATL;0.6075398872999492
4_ATL;0.5858084754369584
4_ATL;0.6228761689251724
4_ATL;0.5881215113969565
4_ATL;0.6093433005512147
4_ATL;0.5890411665397153
4_ATL;0.6174799936421937
4_ATL;0.6013137226747424
4_ATL;0.5865463226591806
4_ATL;0.6366230245753272
4_ATL;0.5371151274837421
4_ATL;0.5865193262977706
4_ATL;0.6291708770496504
4_ATL;0.5874885846151326
4_ATL;0.6445055333902566
4_ATL;0.5924366932445493
4_ATL;0.5748123180193129
4_ATL;0.5817690800735499
4_ATL;0.5827890037593985
4_ATL;0.590202470790948
4_ATL;0.5531277130735335
4_ATL;0.5783429992976723
4_ATL;0.6380105633262078
6_Ins;0.593109189947909
6_Ins;0.6123110446664045
6_Ins;0.626675386894524
6_Ins;0.615891693848592
6_Ins;0.6252955266536439
6_Ins;0.6424450692192081
6_Ins;0.5584853550338263
6_Ins;0.5968496161256901
6_Ins;0.6329318944317494
6_Ins;0.6663324467213787
6_Ins;0.6040093275979982
6_Ins;0.6212477425180598
6_Ins;0.6487086217893591
6_Ins;0.6332535728107033
6_Ins;0.6628475101663472
6_Ins;0.6364122878683637
6_Ins;0.6207143164283258
6_Ins;0.6388917235388307
6_Ins;0.6308197410908808
6_Ins;0.6114634139474503
6_Ins;0.6567146458364047
6_Ins;0.6531690106598195
6_Ins;0.5883112309251186
6_Ins;0.653171282219028
6_Ins;0.6375160416871427
6_Ins;0.6277609938346683
6_Ins;0.6434829094283913
6_Ins;0.638062757997936
6_Ins;0.626703688602634
6_Ins;0.6384385058848101
5_aPFC;0.6217919697118613
5_aPFC;0.6485250350140056
5_aPFC;0.6127248203740561
5_aPFC;0.6362425799998362
5_aPFC;0.5731960172592429
5_aPFC;0.6279260114133373
5_aPFC;0.5729497290509771
5_aPFC;0.597893471167707
5_aPFC;0.5761754327096336
5_aPFC;0.6628520660822809
5_aPFC;0.6152224861070159
5_aPFC;0.6019692050796926
5_aPFC;0.5948047841212508
5_aPFC;0.6647042826633577
5_aPFC;0.6395463293138893
5_aPFC;0.6911579845754091
5_aPFC;0.5974402983049946
5_aPFC;0.6363958622557211
5_aPFC;0.6145732168964076
5_aPFC;0.5822532357241142
5_aPFC;0.7037846799904172
5_aPFC;0.5611590250135142
5_aPFC;0.6679825137291759
5_aPFC;0.6531826080212787
5_aPFC;0.6021907940807902
5_aPFC;0.6317890825921012
5_aPFC;0.5603282358264944
5_aPFC;0.6434742071170574
5_aPFC;0.6123071094300293
5_aPFC;0.6328745743545956
2_IFG;0.6168153482153095
2_IFG;0.6577023901665929
2_IFG;0.5866371987391448
2_IFG;0.6657746349636345
2_IFG;0.6755922690713713
2_IFG;0.6840797420942062
2_IFG;0.6179896227496847
2_IFG;0.6169458508915262
2_IFG;0.6832344277257687
2_IFG;0.6233803590880796
2_IFG;0.6813952838079677
2_IFG;0.6753281539223877
2_IFG;0.6572989036623421
2_IFG;0.6137248183264534
2_IFG;0.6409254217037693
2_IFG;0.6207993815216145
2_IFG;0.6109144068811735
2_IFG;0.619307696580094
